위성명,NORAD_ID,통과시간(UTC),최대앙각(°),궤도고도(km)
TBA - TO BE ASSIGNED,270066,2022-08-04 04:31:00,43.4,688.4
TBA - TO BE ASSIGNED,270087,2022-08-04 13:04:00,43.4,779.8
TBA - TO BE ASSIGNED,82458,2022-08-04 13:50:00,43.4,830.5
STARLINK-4192,52881,2022-08-04 17:19:00,43.4,356.3
TBA - TO BE ASSIGNED,270036,2022-08-04 14:50:00,43.4,947.0
TBA - TO BE ASSIGNED,87587,2022-08-04 10:13:00,43.3,781.5
STARLINK-4170,53140,2022-08-04 17:59:00,43.3,352.6
TBA - TO BE ASSIGNED,270179,2022-08-04 21:35:00,43.0,780.8
TBA - TO BE ASSIGNED,85220,2022-08-04 10:20:00,43.0,864.3
STARLINK-4009,52624,2022-08-04 00:12:00,43.0,542.9
STARLINK-4152,53136,2022-08-04 17:59:00,43.0,352.5
TBA - TO BE ASSIGNED,87557,2022-08-04 02:17:00,42.9,1154.1
OBJECT TY,53313,2022-08-04 11:55:00,42.9,415.5
STARLINK-4154,53133,2022-08-04 18:00:00,42.9,352.5
TBA - TO BE ASSIGNED,87541,2022-08-04 02:53:00,42.9,1099.7
STARLINK-3993,52692,2022-08-04 00:13:00,42.9,544.1
STARLINK-4002,52612,2022-08-04 00:51:00,42.8,545.1
OMNI-L2,52771,2022-08-04 05:54:00,42.8,539.3
TBA - TO BE ASSIGNED,87730,2022-08-04 00:19:00,42.8,1010.8
STARLINK-4139,52879,2022-08-04 17:19:00,42.8,356.0
STARLINK-4027,52601,2022-08-04 10:04:00,42.8,544.7
STARLINK-4170,53140,2022-08-04 17:58:00,42.7,352.6
STARLINK-4071,52671,2022-08-04 15:18:00,42.7,543.6
OBJECT TT,53308,2022-08-04 11:56:00,42.5,416.3
STARLINK-4042,52661,2022-08-04 16:19:00,42.5,542.7
TBA - TO BE ASSIGNED,87256,2022-08-04 13:15:00,42.4,898.4
TBA - TO BE ASSIGNED,89005,2022-08-04 02:33:00,42.4,902.7
TBA - TO BE ASSIGNED,85210,2022-08-04 04:02:00,42.4,919.0
ZK-1A R/B,53304,2022-08-04 03:13:00,42.3,506.2
STARLINK-4214,52877,2022-08-04 17:19:00,42.3,355.6
TBA - TO BE ASSIGNED,85023,2022-08-04 19:57:00,42.3,803.2
OBJECT C,52946,2022-08-04 00:43:00,42.3,470.5
OBJECT TW,53311,2022-08-04 11:55:00,42.2,416.3
STARLINK-4286,52990,2022-08-04 13:06:00,42.2,419.6
TBA - TO BE ASSIGNED,85004,2022-08-04 09:16:00,42.2,805.9
STARLINK-4269,52992,2022-08-04 13:05:00,42.2,420.3
STARLINK-3741,52619,2022-08-04 00:14:00,42.1,542.5
TBA - TO BE ASSIGNED,82284,2022-08-04 10:24:00,42.1,857.7
TBA - TO BE ASSIGNED,81579,2022-08-04 08:41:00,42.1,1032.9
OBJECT G,52791,2022-08-04 02:57:00,42.1,601.2
TBA - TO BE ASSIGNED,87214,2022-08-04 14:04:00,42.1,915.2
STARLINK-4207,52871,2022-08-04 17:20:00,42.1,356.4
TBA - TO BE ASSIGNED,89206,2022-08-04 10:29:00,42.0,818.5
TBA - TO BE ASSIGNED,81497,2022-08-04 06:25:00,42.0,1010.7
TBA - TO BE ASSIGNED,81228,2022-08-04 13:48:00,41.9,885.1
STARLINK-4200,52876,2022-08-04 17:20:00,41.9,356.6
TBA - TO BE ASSIGNED,82285,2022-08-04 09:40:00,41.8,840.1
OBJECT A,53316,2022-08-04 11:08:00,41.8,503.3
OBJECT TX,53312,2022-08-04 11:55:00,41.8,415.2
OBJECT B,52786,2022-08-04 17:45:00,41.8,620.4
STARLINK-4293,52989,2022-08-04 13:06:00,41.7,420.1
H-2A DEB,53337,2022-08-04 17:44:00,41.7,555.8
TBA - TO BE ASSIGNED,87320,2022-08-04 02:35:00,41.7,1006.7
TBA - TO BE ASSIGNED,270089,2022-08-04 17:02:00,41.7,845.2
TBA - TO BE ASSIGNED,270090,2022-08-04 16:26:00,41.6,749.5
STARLINK-4210,52874,2022-08-04 17:20:00,41.6,356.3
TBA - TO BE ASSIGNED,89391,2022-08-04 18:36:00,41.6,746.0
STARLINK-3774,52680,2022-08-04 01:13:00,41.5,544.8
TBA - TO BE ASSIGNED,87884,2022-08-04 19:23:00,41.5,910.8
TBA - TO BE ASSIGNED,81732,2022-08-04 22:45:00,41.5,757.5
STARLINK-4181,52882,2022-08-04 17:19:00,41.5,355.7
TBA - TO BE ASSIGNED,81844,2022-08-04 07:32:00,41.4,879.3
UMBRA-03,52753,2022-08-04 17:27:00,41.4,538.4
TBA - TO BE ASSIGNED,82484,2022-08-04 01:12:00,41.4,1066.0
STARLINK-4023,53135,2022-08-04 17:59:00,41.3,352.7
H-2A DEB,53334,2022-08-04 18:28:00,41.3,549.4
STARLINK-4031,52679,2022-08-04 14:37:00,41.3,543.3
OBJECT A,53316,2022-08-04 09:29:00,41.2,501.9
STARLINK-3986,52623,2022-08-04 08:22:00,41.1,543.6
STARLINK-4023,53135,2022-08-04 18:00:00,41.1,352.1
TBA - TO BE ASSIGNED,82729,2022-08-04 14:14:00,41.1,1019.4
STARLINK-3955,52561,2022-08-04 15:02:00,41.0,542.3
FLT (TYVAK-0212),52742,2022-08-04 05:55:00,41.0,538.5
STARLINK-4171,52878,2022-08-04 17:19:00,41.0,356.1
STARLINK-4011,52615,2022-08-04 00:11:00,41.0,543.7
STARLINK-3984,52621,2022-08-04 23:53:00,41.0,542.3
TBA - TO BE ASSIGNED,270233,2022-08-04 07:56:00,41.0,755.4
OBJECT B,53317,2022-08-04 09:27:00,40.9,500.6
STARLINK-3997,52609,2022-08-04 00:55:00,40.9,542.2
STARLINK-4211,52873,2022-08-04 17:20:00,40.9,356.7
STARLINK-4041,52695,2022-08-04 01:32:00,40.9,544.8
TBA - TO BE ASSIGNED,82073,2022-08-04 21:43:00,40.9,634.3
STARLINK-4274,52865,2022-08-04 17:21:00,40.8,356.2
OBJECT C,53318,2022-08-04 09:26:00,40.8,499.8
STARLINK-3945,52691,2022-08-04 23:49:00,40.8,548.9
TBA - TO BE ASSIGNED,82893,2022-08-04 04:27:00,40.8,888.1
STARLINK-3920,52575,2022-08-04 23:13:00,40.7,544.8
STARLINK-4146,53294,2022-08-04 05:39:00,40.7,356.7
STARLINK-3917,52588,2022-08-04 14:03:00,40.7,542.1
TBA - TO BE ASSIGNED,81228,2022-08-04 03:05:00,40.7,763.4
FOSSASAT2E12,52773,2022-08-04 16:40:00,40.6,522.7
TBA - TO BE ASSIGNED,81219,2022-08-04 09:55:00,40.6,957.9
TBA - TO BE ASSIGNED,270175,2022-08-04 13:05:00,40.6,1192.0
TBA - TO BE ASSIGNED,82272,2022-08-04 22:51:00,40.5,979.4
STARLINK-3977,52640,2022-08-04 22:24:00,40.5,434.7
TBA - TO BE ASSIGNED,270163,2022-08-04 14:31:00,40.5,720.5
TBA - TO BE ASSIGNED,85217,2022-08-04 21:54:00,40.4,980.7
TBA - TO BE ASSIGNED,270109,2022-08-04 06:37:00,40.4,712.4
OBJECT TY,53313,2022-08-04 03:43:00,40.4,416.2
STARLINK-4181,52882,2022-08-04 17:18:00,40.4,355.4
STARLINK-4261,52868,2022-08-04 17:21:00,40.4,356.1
STARLINK-4195,52870,2022-08-04 17:21:00,40.4,356.4
STARLINK-4148,53293,2022-08-04 05:39:00,40.4,357.3
TBA - TO BE ASSIGNED,89161,2022-08-04 00:02:00,40.3,585.4
TBA - TO BE ASSIGNED,82560,2022-08-04 22:00:00,40.3,949.5
TBA - TO BE ASSIGNED,270172,2022-08-04 20:05:00,40.3,766.9
STARLINK-4213,52872,2022-08-04 17:20:00,40.3,355.8
STARLINK-4285,52991,2022-08-04 13:06:00,40.3,419.2
RANDEV,52898,2022-08-04 08:27:00,40.3,699.4
STARLINK-4091,52830,2022-08-04 07:32:00,40.3,469.2
TBA - TO BE ASSIGNED,81947,2022-08-04 01:41:00,40.3,469.9
TBA - TO BE ASSIGNED,81069,2022-08-04 09:56:00,40.2,1034.1
STARLINK-4070,52664,2022-08-04 00:48:00,40.2,543.5
STARLINK-3932,52576,2022-08-04 12:58:00,40.2,543.6
OBJECT A,53316,2022-08-04 09:28:00,40.2,500.1
STARLINK-4091,52830,2022-08-04 07:33:00,40.2,468.6
STARLINK-4259,52987,2022-08-04 13:06:00,40.2,419.7
TBA - TO BE ASSIGNED,81599,2022-08-04 08:43:00,40.1,1178.6
KSLV-II DUMMY,52895,2022-08-04 08:27:00,40.0,699.8
TBA - TO BE ASSIGNED,87553,2022-08-04 23:05:00,40.0,610.6
SUPERVIEW NEO-2 O1,53128,2022-08-04 10:22:00,40.0,507.0
ION SCV-006,52761,2022-08-04 17:28:00,39.9,526.4
STARLINK-3945,52691,2022-08-04 23:47:00,39.9,543.3
TBA - TO BE ASSIGNED,87228,2022-08-04 17:36:00,39.9,778.7
OBJECT E,53320,2022-08-04 09:24:00,39.9,498.3
STEP CUBE LAB-II,52897,2022-08-04 08:27:00,39.9,698.5
STARLINK-3922,52584,2022-08-04 12:57:00,39.9,543.2
STARLINK-4193,52875,2022-08-04 17:20:00,39.9,356.7
GLOBALSTAR FM15,52888,2022-08-04 09:11:00,39.8,1117.5
SNUGLITE-II,52899,2022-08-04 08:27:00,39.7,698.7
H-2A DEB,53124,2022-08-04 06:12:00,39.7,546.0
TBA - TO BE ASSIGNED,82517,2022-08-04 11:10:00,39.7,732.7
TBA - TO BE ASSIGNED,82854,2022-08-04 16:18:00,39.7,1003.6
STARLINK-3947,52607,2022-08-04 10:27:00,39.7,544.5
OBJECT D,53319,2022-08-04 09:26:00,39.6,500.0
STARLINK-4076,52667,2022-08-04 01:54:00,39.6,544.9
TBA - TO BE ASSIGNED,87650,2022-08-04 15:14:00,39.6,756.2
STARLINK-4112,52861,2022-08-04 17:21:00,39.6,355.9
STARLINK-3794,52631,2022-08-04 09:28:00,39.6,544.5
CZ-2D R/B,52910,2022-08-04 04:39:00,39.4,496.3
TBA - TO BE ASSIGNED,82199,2022-08-04 11:11:00,39.4,971.5
TBA - TO BE ASSIGNED,82517,2022-08-04 00:10:00,39.4,752.7
TBA - TO BE ASSIGNED,270257,2022-08-04 17:28:00,39.4,977.6
STARLINK-3978,52635,2022-08-04 22:24:00,39.4,434.4
STARLINK-4173,53285,2022-08-04 05:40:00,39.4,356.6
TBA - TO BE ASSIGNED,85217,2022-08-04 09:04:00,39.4,690.2
STARLINK-4196,52859,2022-08-04 17:22:00,39.4,356.1
STARLINK-4010,52862,2022-08-04 17:22:00,39.4,356.4
STARLINK-4108,52834,2022-08-04 07:30:00,39.3,468.2
OBJECT TV,53310,2022-08-04 03:44:00,39.3,416.3
STARLINK-3981,52687,2022-08-04 15:43:00,39.3,542.1
NUSAT-28 (ALICE LEE),52747,2022-08-04 05:05:00,39.3,526.6
STARLINK-3928,52606,2022-08-04 23:28:00,39.2,543.4
STARLINK-4072,52694,2022-08-04 00:07:00,39.2,543.5
TBA - TO BE ASSIGNED,270049,2022-08-04 06:29:00,39.2,686.1
TBA - TO BE ASSIGNED,82739,2022-08-04 23:06:00,39.2,914.5
STARLINK-4149,53290,2022-08-04 05:40:00,39.2,355.1
TBA - TO BE ASSIGNED,270043,2022-08-04 16:07:00,39.2,763.8
STARLINK-4126,52867,2022-08-04 17:21:00,39.2,356.7
STARLINK-3961,52637,2022-08-04 22:23:00,39.2,433.8
TBA - TO BE ASSIGNED,87557,2022-08-04 00:30:00,39.1,1152.6
STARLINK-4193,52875,2022-08-04 17:19:00,39.1,355.9
STARLINK-4166,53291,2022-08-04 05:39:00,39.1,354.6
STARLINK-3996,52617,2022-08-04 00:15:00,39.1,547.8
OBJECT E,52789,2022-08-04 19:03:00,39.0,618.4
STARLINK-3957,52562,2022-08-04 22:07:00,39.0,543.2
CZ-2D DEB,52911,2022-08-04 04:38:00,39.0,497.5
STARLINK-3987,52699,2022-08-04 00:55:00,38.9,490.5
TBA - TO BE ASSIGNED,270066,2022-08-04 01:01:00,38.8,690.4
STARLINK-4267,52864,2022-08-04 17:22:00,38.8,356.7
TBA - TO BE ASSIGNED,53333,2022-08-04 07:04:00,38.8,533.6
TBA - TO BE ASSIGNED,82597,2022-08-04 13:34:00,38.8,729.6
TBA - TO BE ASSIGNED,87214,2022-08-04 23:55:00,38.8,1002.9
STARLINK-4199,52857,2022-08-04 17:22:00,38.7,355.9
STARLINK-4107,53287,2022-08-04 05:40:00,38.7,356.7
STARLINK-4162,53288,2022-08-04 05:40:00,38.7,356.7
TBA - TO BE ASSIGNED,82051,2022-08-04 03:03:00,38.6,805.3
STARLINK-4266,52869,2022-08-04 17:20:00,38.6,356.5
TBA - TO BE ASSIGNED,81579,2022-08-04 21:21:00,38.6,885.1
OBJECT TS,53307,2022-08-04 03:45:00,38.5,415.8
OBJECT E,53303,2022-08-04 03:17:00,38.5,510.8
OBJECT TZ,53321,2022-08-04 03:45:00,38.5,416.0
OBJECT TU,53309,2022-08-04 03:44:00,38.5,416.3
TBA - TO BE ASSIGNED,81402,2022-08-04 10:37:00,38.4,792.5
TBA - TO BE ASSIGNED,270210,2022-08-04 19:17:00,38.3,781.9
STARLINK-4266,52869,2022-08-04 17:21:00,38.3,357.5
STARLINK-4189,52853,2022-08-04 17:23:00,38.3,356.4
TBA - TO BE ASSIGNED,81674,2022-08-04 20:32:00,38.2,894.4
OBJECT TX,53312,2022-08-04 03:44:00,38.2,415.7
TBA - TO BE ASSIGNED,82402,2022-08-04 16:56:00,38.1,620.7
TBA - TO BE ASSIGNED,89327,2022-08-04 12:20:00,38.1,937.3
OBJECT TR,53306,2022-08-04 03:45:00,38.1,416.3
TBA - TO BE ASSIGNED,270069,2022-08-04 18:50:00,38.1,961.9
STARLINK-4272,52866,2022-08-04 17:21:00,38.1,355.9
TBA - TO BE ASSIGNED,87042,2022-08-04 01:31:00,38.0,910.9
TBA - TO BE ASSIGNED,81683,2022-08-04 03:49:00,38.0,729.0
STARLINK-4164,53282,2022-08-04 05:41:00,38.0,353.8
STARLINK-4172,53284,2022-08-04 05:41:00,38.0,356.9
STARLINK-4176,53289,2022-08-04 05:39:00,38.0,354.6
TBA - TO BE ASSIGNED,89347,2022-08-04 17:27:00,38.0,659.6
TBA - TO BE ASSIGNED,82798,2022-08-04 12:07:00,37.9,850.9
LEMUR 2 KAREN_B,52736,2022-08-04 16:37:00,37.9,528.8
TBA - TO BE ASSIGNED,53341,2022-08-04 05:58:00,37.9,655.7
TBA - TO BE ASSIGNED,89381,2022-08-04 20:43:00,37.9,587.8
OBJECT TW,53311,2022-08-04 03:44:00,37.9,415.5
H-2A DEB,53327,2022-08-04 07:07:00,37.9,663.8
TBA - TO BE ASSIGNED,87884,2022-08-04 08:03:00,37.9,950.7
STARLINK-4204,52854,2022-08-04 17:23:00,37.9,356.0
TBA - TO BE ASSIGNED,87672,2022-08-04 02:51:00,37.9,805.3
OP1 (TYVAK-0820),52741,2022-08-04 16:36:00,37.9,527.7
STARLINK-4201,52856,2022-08-04 17:23:00,37.8,355.9
TBA - TO BE ASSIGNED,87845,2022-08-04 11:11:00,37.8,954.1
STARLINK-3971,52642,2022-08-04 22:22:00,37.8,433.0
STARLINK-4081,52660,2022-08-04 16:24:00,37.8,542.5
TBA - TO BE ASSIGNED,82560,2022-08-04 12:12:00,37.8,954.1
PVSAT,52894,2022-08-04 07:18:00,37.7,703.8
TBA - TO BE ASSIGNED,270163,2022-08-04 01:54:00,37.7,732.0
STARLINK-3938,52566,2022-08-04 00:38:00,37.7,546.0
STARLINK-4178,53277,2022-08-04 05:41:00,37.7,354.5
OBJECT D,53302,2022-08-04 03:18:00,37.6,510.8
STARLINK-3974,52634,2022-08-04 09:30:00,37.6,544.9
OBJECT C,52787,2022-08-04 17:39:00,37.6,620.7
TBA - TO BE ASSIGNED,270187,2022-08-04 04:55:00,37.6,782.6
STARLINK-4006,52676,2022-08-04 15:13:00,37.6,543.3
STARLINK-4165,53286,2022-08-04 05:40:00,37.5,356.3
OBJECT TT,53308,2022-08-04 03:45:00,37.5,415.8
STARLINK-4080,52835,2022-08-04 07:28:00,37.5,467.2
OBJECT M,52743,2022-08-04 16:35:00,37.5,529.2
H-2A DEB,53336,2022-08-04 17:31:00,37.5,592.8
STARLINK-3921,52613,2022-08-04 22:46:00,37.5,544.8
ISS DEB,52952,2022-08-04 12:45:00,37.4,410.2
STARLINK-4033,52702,2022-08-04 01:38:00,37.4,544.6
OBJECT A,52716,2022-08-04 15:13:00,37.4,877.4
TBA - TO BE ASSIGNED,82597,2022-08-04 04:38:00,37.4,824.2
STARLINK-4159,53292,2022-08-04 05:40:00,37.4,356.6
STARLINK-4270,52863,2022-08-04 17:22:00,37.4,356.7
STARLINK-4182,53281,2022-08-04 05:41:00,37.3,357.7
STARLINK-3809,52851,2022-08-04 17:23:00,37.3,355.8
TBA - TO BE ASSIGNED,82642,2022-08-04 02:39:00,37.3,800.6
TBA - TO BE ASSIGNED,89067,2022-08-04 08:32:00,37.2,727.8
STARLINK-4198,52858,2022-08-04 17:23:00,37.2,356.3
TBA - TO BE ASSIGNED,87541,2022-08-04 01:07:00,37.2,1102.0
TBA - TO BE ASSIGNED,82484,2022-08-04 02:56:00,37.2,1060.3
STARLINK-4191,52860,2022-08-04 17:22:00,37.1,356.4
STARLINK-4270,52863,2022-08-04 17:21:00,37.1,355.7
KSLV-II R/B,52896,2022-08-04 08:34:00,37.1,702.3
TBA - TO BE ASSIGNED,270068,2022-08-04 15:32:00,37.1,810.8
TBA - TO BE ASSIGNED,81409,2022-08-04 16:39:00,37.0,758.1
TBA - TO BE ASSIGNED,270078,2022-08-04 21:50:00,37.0,792.3
STARLINK-4169,53280,2022-08-04 05:41:00,37.0,357.5
TBA - TO BE ASSIGNED,81564,2022-08-04 17:20:00,37.0,838.1
STARLINK-4174,53276,2022-08-04 05:42:00,36.9,355.2
STARLINK-3975,52620,2022-08-04 00:05:00,36.9,544.3
STARLINK-3934,52675,2022-08-04 01:19:00,36.9,545.4
TBA - TO BE ASSIGNED,81947,2022-08-04 14:29:00,36.9,1045.1
TBA - TO BE ASSIGNED,270218,2022-08-04 05:17:00,36.9,909.2
STARLINK-3924,52570,2022-08-04 23:19:00,36.9,544.7
STARLINK-3901,52574,2022-08-04 14:07:00,36.8,547.1
STARLINK-4209,52855,2022-08-04 17:22:00,36.8,355.6
STARLINK-4069,53271,2022-08-04 05:42:00,36.8,355.0
STARLINK-3968,52639,2022-08-04 22:21:00,36.7,430.9
OBJECT TQ,53305,2022-08-04 03:47:00,36.7,416.2
STARLINK-4024,52599,2022-08-04 10:11:00,36.7,544.8
STARLINK-4209,52855,2022-08-04 17:23:00,36.6,357.0
TBA - TO BE ASSIGNED,87423,2022-08-04 14:23:00,36.6,541.5
OBJECT C,52718,2022-08-04 15:15:00,36.6,878.6
ICEYE-X17,52762,2022-08-04 05:02:00,36.6,539.6
STARLINK-3846,52647,2022-08-04 08:54:00,36.6,422.0
STARLINK-4175,53283,2022-08-04 05:41:00,36.5,354.6
STARLINK-4025,52696,2022-08-04 23:42:00,36.5,543.7
TBA - TO BE ASSIGNED,85220,2022-08-04 23:02:00,36.5,732.1
GHGSAT-C4,52746,2022-08-04 05:58:00,36.5,540.4
PTD-3 (TYVAK-0125),52734,2022-08-04 05:59:00,36.5,537.9
TBA - TO BE ASSIGNED,81579,2022-08-04 10:22:00,36.4,1022.6
STARLINK-4051,53273,2022-08-04 05:42:00,36.4,354.3
TBA - TO BE ASSIGNED,81069,2022-08-04 11:40:00,36.4,1032.1
TBA - TO BE ASSIGNED,81865,2022-08-04 00:39:00,36.3,948.9
STARLINK-3868,52649,2022-08-04 08:54:00,36.3,423.5
TBA - TO BE ASSIGNED,81343,2022-08-04 14:49:00,36.2,623.0
COSMOS 1408 DEB,52925,2022-08-04 21:43:00,36.2,448.7
STARLINK-4044,52662,2022-08-04 00:43:00,36.2,543.6
CNCE5,52768,2022-08-04 06:00:00,36.1,538.4
STARLINK-4008,52622,2022-08-04 09:15:00,36.1,542.3
COSMOS 1408 DEB,52823,2022-08-04 21:14:00,36.1,455.9
STARLINK-3985,52644,2022-08-04 22:22:00,36.1,431.4
TBA - TO BE ASSIGNED,85217,2022-08-04 20:14:00,36.1,979.6
OBJECT J,52793,2022-08-04 04:17:00,36.1,599.9
STARLINK-4068,52681,2022-08-04 14:32:00,36.0,543.1
STARLINK-3867,52587,2022-08-04 14:09:00,36.0,541.7
STARLINK-3942,52563,2022-08-04 15:08:00,36.0,541.5
STARLINK-4175,53283,2022-08-04 05:40:00,36.0,356.4
TBA - TO BE ASSIGNED,82561,2022-08-04 05:10:00,36.0,591.8
LEMUR 2 HANCOM-1,52740,2022-08-04 16:34:00,36.0,527.1
STARLINK-4197,52849,2022-08-04 17:23:00,36.0,355.7
COSMOS 1408 DEB,52925,2022-08-04 10:07:00,36.0,563.9
TBA - TO BE ASSIGNED,81418,2022-08-04 06:24:00,35.9,1172.8
H-2A DEB,53344,2022-08-04 06:00:00,35.9,579.2
STARLINK-4050,53274,2022-08-04 05:42:00,35.9,354.7
TBA - TO BE ASSIGNED,82560,2022-08-04 10:30:00,35.9,954.7
STARLINK-4109,53268,2022-08-04 05:43:00,35.9,358.1
STARLINK-4179,53275,2022-08-04 05:42:00,35.9,357.7
STARLINK-4074,52678,2022-08-04 01:20:00,35.9,545.1
OBJECT D,52788,2022-08-04 19:11:00,35.8,617.4
SUPERVIEW NEO-2 O1,53128,2022-08-04 21:58:00,35.8,491.3
TBA - TO BE ASSIGNED,87624,2022-08-04 00:47:00,35.8,649.6
TBA - TO BE ASSIGNED,81845,2022-08-04 11:53:00,35.8,721.9
STARLINK-4064,52665,2022-08-04 02:00:00,35.8,545.6
CNCE4,52767,2022-08-04 06:00:00,35.8,538.4
TBA - TO BE ASSIGNED,270159,2022-08-04 20:26:00,35.7,1133.3
STARLINK-3854,52648,2022-08-04 08:55:00,35.7,425.9
TBA - TO BE ASSIGNED,87042,2022-08-04 14:33:00,35.7,884.3
H-2A DEB,53343,2022-08-04 07:08:00,35.6,561.2
OBJECT B,53300,2022-08-04 03:20:00,35.6,510.8
STARLINK-4184,52852,2022-08-04 17:24:00,35.6,356.5
STARLINK-4016,52603,2022-08-04 23:22:00,35.6,543.6
TBA - TO BE ASSIGNED,270175,2022-08-04 11:06:00,35.5,1170.5
LEMUR 2 HANCOM-1,52740,2022-08-04 06:01:00,35.5,539.9
TBA - TO BE ASSIGNED,87884,2022-08-04 06:21:00,35.5,948.1
TBA - TO BE ASSIGNED,87737,2022-08-04 14:15:00,35.5,904.1
FOSSASAT2E11,52750,2022-08-04 16:34:00,35.4,522.4
STARLINK-3991,52641,2022-08-04 22:20:00,35.4,430.3
ICEYE-X24,52755,2022-08-04 17:31:00,35.4,527.2
TBA - TO BE ASSIGNED,270170,2022-08-04 08:07:00,35.4,785.4
STARLINK-4043,52836,2022-08-04 07:26:00,35.4,465.8
STARLINK-3963,52643,2022-08-04 08:55:00,35.3,424.5
TBA - TO BE ASSIGNED,87320,2022-08-04 04:23:00,35.3,961.1
STARLINK-4029,52685,2022-08-04 15:49:00,35.3,542.1
STARLINK-4097,53265,2022-08-04 05:43:00,35.3,354.8
STARLINK-3832,52646,2022-08-04 22:20:00,35.2,429.4
TBA - TO BE ASSIGNED,87681,2022-08-04 15:03:00,35.2,1026.5
STARLINK-3929,52567,2022-08-04 22:02:00,35.2,543.4
STARLINK-4060,53267,2022-08-04 05:43:00,35.2,355.3
LEMUR 2 MIMI1307,52769,2022-08-04 16:34:00,35.2,522.6
MINOTAUR 4 DEB,52980,2022-08-04 02:02:00,35.1,576.2
MIMAN,52900,2022-08-04 08:34:00,35.1,699.8
TBA - TO BE ASSIGNED,270119,2022-08-04 09:28:00,35.1,717.4
STARLINK-4030,52698,2022-08-04 00:21:00,35.1,543.7
STARLINK-3983,52618,2022-08-04 00:23:00,35.0,543.1
COSMOS 1408 DEB,52823,2022-08-04 09:42:00,35.0,495.8
STARLINK-4057,53269,2022-08-04 05:42:00,35.0,354.8
TBA - TO BE ASSIGNED,81497,2022-08-04 08:09:00,34.9,1011.7
TBA - TO BE ASSIGNED,81674,2022-08-04 18:47:00,34.9,891.2
TBA - TO BE ASSIGNED,87727,2022-08-04 17:25:00,34.9,628.0
STARLINK-3973,52645,2022-08-04 08:54:00,34.9,424.0
OBJECT C,53301,2022-08-04 03:19:00,34.9,510.7
STARLINK-4180,53278,2022-08-04 05:41:00,34.9,354.1
TBA - TO BE ASSIGNED,270257,2022-08-04 19:10:00,34.9,977.8
STARLINK-3998,52610,2022-08-04 10:33:00,34.8,545.1
STARLINK-3991,52641,2022-08-04 08:56:00,34.8,427.8
TBA - TO BE ASSIGNED,81775,2022-08-04 15:37:00,34.8,838.3
STARLINK-4022,52629,2022-08-04 09:34:00,34.8,544.7
TBA - TO BE ASSIGNED,89206,2022-08-04 22:52:00,34.8,787.0
STARLINK-4085,53262,2022-08-04 05:44:00,34.8,355.6
LEMUR 2 MIMI1307,52769,2022-08-04 06:02:00,34.8,539.8
TBA - TO BE ASSIGNED,270051,2022-08-04 17:47:00,34.8,657.4
TBA - TO BE ASSIGNED,270121,2022-08-04 06:44:00,34.7,738.4
STARLINK-3915,52581,2022-08-04 12:51:00,34.7,544.0
TBA - TO BE ASSIGNED,81678,2022-08-04 12:50:00,34.7,664.0
STARLINK-3915,52581,2022-08-04 12:52:00,34.7,543.4
TBA - TO BE ASSIGNED,82854,2022-08-04 14:33:00,34.7,1008.4
TBA - TO BE ASSIGNED,87113,2022-08-04 23:53:00,34.7,832.2
FOSSASAT2E11,52750,2022-08-04 06:02:00,34.6,536.2
TBA - TO BE ASSIGNED,82363,2022-08-04 03:24:00,34.6,1088.3
STARLINK-4078,52689,2022-08-04 00:02:00,34.6,543.9
STARLINK-3832,52646,2022-08-04 22:19:00,34.6,426.4
TBA - TO BE ASSIGNED,81872,2022-08-04 14:02:00,34.6,806.3
STARLINK-3854,52648,2022-08-04 22:19:00,34.6,428.7
TBA - TO BE ASSIGNED,87491,2022-08-04 02:49:00,34.6,761.2
STARLINK-3950,53264,2022-08-04 05:44:00,34.5,354.7
STARLINK-4140,53259,2022-08-04 05:44:00,34.5,355.0
STARLINK-4075,52670,2022-08-04 02:01:00,34.5,545.1
H-2A DEB,53125,2022-08-04 03:22:00,34.5,685.5
TBA - TO BE ASSIGNED,81626,2022-08-04 03:18:00,34.5,642.6
STARLINK-4004,52656,2022-08-04 16:30:00,34.5,542.3
STARLINK-4015,52616,2022-08-04 22:41:00,34.4,544.2
TBA - TO BE ASSIGNED,87737,2022-08-04 12:31:00,34.4,906.5
STARLINK-4122,53272,2022-08-04 05:43:00,34.2,355.1
STARLINK-3832,52646,2022-08-04 08:55:00,34.2,426.5
TBA - TO BE ASSIGNED,87042,2022-08-04 12:52:00,34.2,886.4
TBA - TO BE ASSIGNED,81357,2022-08-04 02:04:00,34.2,747.1
TBA - TO BE ASSIGNED,81661,2022-08-04 15:43:00,34.2,783.7
STARLINK-3968,52639,2022-08-04 08:56:00,34.2,428.3
OBJECT M,52743,2022-08-04 06:02:00,34.1,539.6
OBJECT H,52792,2022-08-04 02:44:00,34.1,600.3
STARLINK-4058,53266,2022-08-04 05:43:00,34.1,354.7
TBA - TO BE ASSIGNED,87042,2022-08-04 03:12:00,34.0,911.9
TBA - TO BE ASSIGNED,87433,2022-08-04 08:24:00,34.0,1159.0
GHGSAT-C4,52746,2022-08-04 16:32:00,34.0,529.2
CZ-2C R/B,52794,2022-08-04 17:00:00,34.0,542.1
TBA - TO BE ASSIGNED,87014,2022-08-04 00:38:00,34.0,1093.6
CZ-2C R/B,52794,2022-08-04 17:01:00,34.0,546.3
