name	norad_id	country	epoch	inclination	mean_motion	eccentricity	altitude_km	period_min	rcs_size	object_type	line1	line2	launch_date_x	decay_date_x	launch_date_y	decay_date_y	launch_date	decay_date	sat_name	purpose	detailed_purpose	users	operator	orbit_type	sensor	source	filter_source	commercial_source
FLOCK 4H 6	66709	US	2026-05-20T15:11:23.513856	97.4232	15.19934656	0.00047001	513.2	94.74		PAYLOAD	1 66709U 25276AV  26140.63291104  .00004341  00000-0  20506-3 0  9997	2 66709  97.4232 214.8104 0004700  80.4262 279.7504 15.19934656 26247	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 36	66739	US	2026-05-20T14:51:18.879264	97.4246	15.20069749	0.00039314	512.8	94.73		PAYLOAD	1 66739U 25276CB  26140.61896851  .00004171  00000-0  19641-3 0  9997	2 66739  97.4246 214.8673 0003931  72.9025 287.2640 15.20069749 26243	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 2	58320	US	2026-05-20T14:41:48.075936	97.3825	15.48288821	0.00055138	428.9	93.01	MEDIUM	PAYLOAD	1 58320U 23174BS  26140.61236199  .00016055  00000-0  30555-3 0  9993	2 58320  97.3825 228.4260 0005514 219.7286 140.3561 15.48288821141337	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 3	66706	US	2026-05-20T14:40:13.163808	97.4245	15.19589482	0.00056846	514.2	94.76		PAYLOAD	1 66706U 25276AS  26140.61126347  .00004319  00000-0  20606-3 0  9994	2 66706  97.4245 214.7162 0005685  99.1340 261.0538 15.19589482 26231	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 29	58304	US	2026-05-20T14:38:56.549472	97.3926	15.53814785	0.00053219	412.7	92.67	MEDIUM	PAYLOAD	1 58304U 23174BA  26140.61037673  .00020372  00000-0  31831-3 0  9996	2 58304  97.3926 231.4341 0005322 218.2125 141.8752 15.53814785141471	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 20	62636	US	2026-05-20T14:26:40.724736	97.3875	15.4760913	0.00024222	430.9	93.05	MEDIUM	PAYLOAD	1 62636U 25009AD  26140.60186024  .00062935  00000-0  12144-2 0  9998	2 62636  97.3875 224.3242 0002422 141.8429 218.2993 15.47609130 74845	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 24	60505	US	2026-05-20T14:22:11.190432	97.3713	15.41938027	0.00039054	447.5	93.39	MEDIUM	PAYLOAD	1 60505U 24149AP  26140.59874063  .00014268  00000-0  33718-3 0  9997	2 60505  97.3713 224.7012 0003905  48.4611 311.6971 15.41938027 98114	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 27	58282	US	2026-05-20T13:19:39.946080	97.3812	15.5296432	0.00044666	415.2	92.73	MEDIUM	PAYLOAD	1 58282U 23174AC  26140.55532345  .00020440  00000-0  32934-3 0  9991	2 58282  97.3812 230.3443 0004467 224.5411 135.5483 15.52964320141468	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 28	62634	US	2026-05-20T12:55:57.112608	97.4022	15.3433537	0.00029936	470	93.85	MEDIUM	PAYLOAD	1 62634U 25009AB  26140.53885547  .00005861  00000-0  17870-3 0  9991	2 62634  97.4022 224.9942 0002994  72.7375 287.4195 15.34335370 74847	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 24	62637	US	2026-05-20T12:50:27.570048	97.4023	15.29305322	0.00036936	485	94.16	MEDIUM	PAYLOAD	1 62637U 25009AE  26140.53504132  .00006745  00000-0  23991-3 0  9995	2 62637  97.4023 222.9303 0003694  55.5993 304.5596 15.29305322 74702	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 22	60494	US	2026-05-20T12:49:59.336256	97.373	15.40252054	0.00034699	452.5	93.49	MEDIUM	PAYLOAD	1 60494U 24149AC  26140.53471454  .00012237  00000-0  30610-3 0  9997	2 60494  97.3730 223.8535 0003470  36.5597 323.5886 15.40252054 98045	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 8	66711	US	2026-05-20T12:49:53.099040	97.4229	15.19768834	0.00051348	513.7	94.75		PAYLOAD	1 66711U 25276AX  26140.53464235  .00004407  00000-0  20910-3 0  9998	2 66711  97.4229 214.6339 0005135 108.7484 251.4308 15.19768834 26227	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 31	62652	US	2026-05-20T12:43:43.778784	97.3968	15.28476626	0.00029109	487.5	94.21	MEDIUM	PAYLOAD	1 62652U 25009AV  26140.53036781  .00007069  00000-0  25773-3 0  9992	2 62652  97.3968 222.2740 0002911  84.2037 275.9535 15.28476626 74689	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 7	58318	US	2026-05-20T12:38:50.536320	97.391	15.53634063	0.00063572	413.3	92.69	MEDIUM	PAYLOAD	1 58318U 23174BQ  26140.52697380  .00023901  00000-0  37536-3 0  9997	2 58318  97.3910 231.1147 0006357 221.9710 138.1057 15.53634063141454	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 2	60511	US	2026-05-20T12:18:54.128736	97.3817	15.49609633	0.00028724	425	92.93	MEDIUM	PAYLOAD	1 60511U 24149AV  26140.51312649  .00040523  00000-0  73201-3 0  9997	2 60511  97.3817 227.0868 0002872  58.0364 302.1166 15.49609633 98213	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 12	58275	US	2026-05-20T12:17:03.571296	97.3825	15.6599269	0.00060569	377.5	91.95	MEDIUM	PAYLOAD	1 58275U 23174V   26140.51184689  .00102328  00000-0  99314-3 0  9994	2 58275  97.3825 232.4167 0006057 222.0689 138.0106 15.65992690141585	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 31	66734	US	2026-05-20T12:16:16.592160	97.4171	15.1928108	0.00054199	515.1	94.78		PAYLOAD	1 66734U 25276BW  26140.51130315  .00003932  00000-0  18956-3 0  9999	2 66734  97.4171 214.3775 0005420 111.4297 248.7517 15.19281080 26212	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 9	58322	US	2026-05-20T12:15:23.749056	97.3863	15.4834023	0.00059681	428.7	93	MEDIUM	PAYLOAD	1 58322U 23174BU  26140.51069154  .00020109  00000-0  38136-3 0  9997	2 58322  97.3863 228.3815 0005968 220.3158 139.7650 15.48340230141306	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 25	60487	US	2026-05-20T12:13:45.331680	97.3796	15.38038029	0.00021388	459	93.63	MEDIUM	PAYLOAD	1 60487U 24149V   26140.50955245  .00010117  00000-0  27246-3 0  9997	2 60487  97.3796 223.4888 0002139  46.1441 313.9980 15.38038029 97983	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 26	62633	US	2026-05-20T12:13:13.918368	97.4016	15.28784517	0.00043279	486.6	94.19	MEDIUM	PAYLOAD	1 62633U 25009AA  26140.50918887  .00008618  00000-0  31059-3 0  9999	2 62633  97.4016 222.6388 0004328  63.3221 296.8462 15.28784517 74684	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 3	62639	US	2026-05-20T12:13:01.096608	97.4023	15.28731105	0.00038159	486.7	94.2	MEDIUM	PAYLOAD	1 62639U 25009AG  26140.50904047  .00008780  00000-0  31690-3 0  9999	2 62639  97.4023 222.6563 0003816  64.7402 295.4233 15.28731105 74675	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 13	58328	US	2026-05-20T12:12:31.032864	97.4002	15.50368622	0.00053011	422.8	92.88	MEDIUM	PAYLOAD	1 58328U 23174CA  26140.50869251  .00017733  00000-0  31363-3 0  9992	2 58328  97.4002 230.5418 0005301 234.8071 125.2684 15.50368622141380	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 23	60490	US	2026-05-20T12:11:04.890336	97.3778	15.36900989	0.00035368	462.4	93.69	MEDIUM	PAYLOAD	1 60490U 24149Y   26140.50769549  .00010398  00000-0  29036-3 0  9991	2 60490  97.3778 222.7972 0003537  42.4580 317.6938 15.36900989 97940	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 34	62650	US	2026-05-20T12:10:53.741280	97.3961	15.28654741	0.00030734	487	94.2	MEDIUM	PAYLOAD	1 62650U 25009AT  26140.50756645  .00007712  00000-0  27939-3 0  9996	2 62650  97.3961 222.2672 0003073  77.0069 283.1513 15.28654741 74682	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 16	62638	US	2026-05-20T12:10:11.134848	97.3853	15.58606869	0.00012808	398.8	92.39	SMALL	PAYLOAD	1 62638U 25009AF  26140.50707332  .00066358  00000-0  86169-3 0  9992	2 62638  97.3853 229.5149 0001281 173.9099 186.2173 15.58606869 75187	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 35	58309	US	2026-05-20T12:08:14.551008	97.3871	15.54815399	0.00052686	409.8	92.61	MEDIUM	PAYLOAD	1 58309U 23174BF  26140.50572397  .00023511  00000-0  35389-3 0  9996	2 58309  97.3871 231.6551 0005269 227.1447 132.9365 15.54815399141504	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 12	62625	US	2026-05-20T12:01:25.975776	97.4019	15.28545209	0.00053049	487.3	94.21	MEDIUM	PAYLOAD	1 62625U 25009S   26140.50099509  .00008766  00000-0  31813-3 0  9993	2 62625  97.4019 222.4891 0005305  66.1702 294.0094 15.28545209 74679	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 11	58273	US	2026-05-20T11:59:32.006400	97.3869	15.48364119	0.0004873	428.6	93	MEDIUM	PAYLOAD	1 58273U 23174T   26140.49967600  .00016261  00000-0  30868-3 0  9990	2 58273  97.3869 228.5632 0004873 246.0368 114.0372 15.48364119141307	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 21	58329	US	2026-05-20T11:59:01.176288	97.3869	15.76327307	0.00090694	348	91.35	MEDIUM	PAYLOAD	1 58329U 23174CB  26140.49931917  .00224191  00000-0  13914-2 0  9999	2 58329  97.3869 235.3310 0009069 234.4068 125.6353 15.76327307141720	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 26	58284	US	2026-05-20T11:57:51.695136	97.3872	15.55333307	0.00055431	408.3	92.58	MEDIUM	PAYLOAD	1 58284U 23174AE  26140.49851499  .00024661  00000-0  36411-3 0  9993	2 58284  97.3872 232.0048 0005543 233.5766 126.4978 15.55333307141528	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 35	62683	US	2026-05-20T11:51:46.498752	97.3966	15.37766925	0.00044973	459.9	93.64	MEDIUM	PAYLOAD	1 62683U 25009CC  26140.49428818  .00021792  00000-0  58848-3 0  9995	2 62683  97.3966 223.8689 0004497  75.0724 285.1019 15.37766925132412	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 36	58274	US	2026-05-20T11:50:13.007040	97.3848	15.55785015	0.00066391	407	92.56	MEDIUM	PAYLOAD	1 58274U 23174U   26140.49320610  .00026799  00000-0  38883-3 0  9997	2 58274  97.3848 231.9260 0006639 225.8379 134.2330 15.55785015141521	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 5	62663	US	2026-05-20T11:50:02.047200	97.4023	15.2993462	0.0004408	483.1	94.12	MEDIUM	PAYLOAD	1 62663U 25009BG  26140.49307925  .00005652  00000-0  19762-3 0  9997	2 62663  97.4023 222.9708 0004408  64.9605 295.2092 15.29934620 74704	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 28	58280	US	2026-05-20T11:46:57.811296	97.3882	15.53121754	0.00047925	414.8	92.72	MEDIUM	PAYLOAD	1 58280U 23174AA  26140.49094689  .00021902  00000-0  35070-3 0  9994	2 58280  97.3882 230.8125 0004792 226.1994 133.8863 15.53121754141448	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 11	62629	US	2026-05-20T11:46:46.331328	97.3921	15.28709971	0.00041034	486.8	94.2	MEDIUM	PAYLOAD	1 62629U 25009W   26140.49081402  .00007991  00000-0  28886-3 0  9993	2 62629  97.3921 222.0985 0004103  78.5321 281.6379 15.28709971 74680	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 18	60480	US	2026-05-20T11:45:40.381344	97.3727	15.40886448	0.0003093	450.6	93.45	MEDIUM	PAYLOAD	1 60480U 24149N   26140.49005071  .00012562  00000-0  30770-3 0  9993	2 60480  97.3727 223.9507 0003093  21.8250 338.3128 15.40886448 98043	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 6	60516	US	2026-05-20T11:43:29.091360	97.3786	15.38749112	0.00042079	456.9	93.58	MEDIUM	PAYLOAD	1 60516U 24149BA  26140.48853115  .00011315  00000-0  29742-3 0  9994	2 60516  97.3786 223.9198 0004208  59.5191 300.6469 15.38749112 98015	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 34	60495	US	2026-05-20T11:41:27.472992	97.3777	15.40280267	0.00038487	452.4	93.49	MEDIUM	PAYLOAD	1 60495U 24149AD  26140.48712353  .00011371  00000-0  28435-3 0  9998	2 60495  97.3777 224.6099 0003849  47.4557 312.7013 15.40280267 98069	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 30	60499	US	2026-05-20T11:40:31.414080	97.3782	15.49744964	0.00019129	424.6	92.92	MEDIUM	PAYLOAD	1 60499U 24149AH  26140.48647470  .00072765  00000-0  13016-2 0  9991	2 60499  97.3782 225.2217 0001913 168.2640 191.8657 15.49744964 97475	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 18	62680	US	2026-05-20T11:39:12.533472	97.4011	15.28702721	0.00065945	486.8	94.2	MEDIUM	PAYLOAD	1 62680U 25009BZ  26140.48556173  .00005970  00000-0  21649-3 0  9996	2 62680  97.4011 222.3291 0006594  78.1912 282.0067 15.28702721132308	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 35	60558	US	2026-05-20T11:37:12.772704	97.3704	15.60083462	0.0001418	394.6	92.3	MEDIUM	PAYLOAD	1 60558U 24149CU  26140.48417561  .00125515  00000-0  15292-2 0  9993	2 60558  97.3704 225.5698 0001418 240.7894 119.3221 15.60083462 98136	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 26	60484	US	2026-05-20T11:34:16.742208	97.3669	15.61550799	0.00027798	390.3	92.22	MEDIUM	PAYLOAD	1 60484U 24149S   26140.48213822  .00077286  00000-0  89602-3 0  9993	2 60484  97.3669 225.2637 0002780 239.2552 120.8432 15.61550799 98135	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 36	62675	US	2026-05-20T11:28:11.669376	97.4013	15.28734279	0.00058775	486.7	94.2	MEDIUM	PAYLOAD	1 62675U 25009BU  26140.47791284  .00007087  00000-0  25625-3 0  9992	2 62675  97.4013 222.3595 0005878  71.8431 288.3448 15.28734279 74660	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 36	60486	US	2026-05-20T11:27:22.964832	97.374	15.41771907	0.00034944	448	93.4	MEDIUM	PAYLOAD	1 60486U 24149U   26140.47734913  .00012686  00000-0  30175-3 0  9997	2 60486  97.3740 224.5940 0003494  35.2870 324.8608 15.41771907 98085	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 2	62661	US	2026-05-20T11:24:28.010880	97.4009	15.29249106	0.00053913	485.2	94.16	MEDIUM	PAYLOAD	1 62661U 25009BE  26140.47532420  .00007008  00000-0  24951-3 0  9996	2 62661  97.4009 222.6197 0005391  75.5334 284.6504 15.29249106132291	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 32	60497	US	2026-05-20T11:20:05.506080	97.3716	15.41118455	0.00036967	449.9	93.44	MEDIUM	PAYLOAD	1 60497U 24149AF  26140.47228595  .00014309  00000-0  34743-3 0  9992	2 60497  97.3716 224.1219 0003697  43.1830 316.9706 15.41118455 98066	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 31	58285	US	2026-05-20T11:18:48.407904	97.391	15.55396181	0.0005775	408.1	92.58	MEDIUM	PAYLOAD	1 58285U 23174AF  26140.47139361  .00027137  00000-0  39944-3 0  9994	2 58285  97.3910 231.6428 0005775 228.9703 131.1053 15.55396181141475	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 33	58308	US	2026-05-20T11:17:22.777728	97.3856	15.5579202	0.00056267	407	92.56	MEDIUM	PAYLOAD	1 58308U 23174BE  26140.47040252  .00024082  00000-0  34969-3 0  9998	2 58308  97.3856 231.5494 0005627 211.3243 148.7677 15.55792020141527	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 23	62647	US	2026-05-20T11:16:51.056832	97.3936	15.30303394	0.00016942	482	94.1	MEDIUM	PAYLOAD	1 62647U 25009AQ  26140.47003538  .00026675  00000-0  91038-3 0  9994	2 62647  97.3936 222.2084 0001694 109.3085 250.8339 15.30303394 74686	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 31	60488	US	2026-05-20T11:11:06.668160	97.3795	15.42928223	0.00026323	444.6	93.33	MEDIUM	PAYLOAD	1 60488U 24149W   26140.46604940  .00014626  00000-0  33443-3 0  9991	2 60488  97.3795 225.3661 0002632  48.5053 311.6420 15.42928223 98104	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 35	66738	US	2026-05-20T10:58:30.876384	97.4198	15.20320696	0.00028031	512	94.72		PAYLOAD	1 66738U 25276CA  26140.45730181  .00003250  00000-0  15264-3 0  9995	2 66738  97.4198 214.6691 0002803  60.9464 299.2051 15.20320696 25516	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 2	66705	US	2026-05-20T10:56:19.308192	97.4177	15.2045973	0.00027618	511.6	94.71		PAYLOAD	1 66705U 25276AR  26140.45577903  .00003835  00000-0  17884-3 0  9999	2 66705  97.4177 214.6152 0002762  81.7742 278.3806 15.20459730 26220	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 15	66718	US	2026-05-20T10:54:16.362720	97.4222	15.19218356	0.00059888	515.3	94.79		PAYLOAD	1 66718U 25276BE  26140.45435605  .00003879  00000-0  18738-3 0  9992	2 66718  97.4222 214.4171 0005989 110.3182 249.8697 15.19218356 26209	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 26	66729	US	2026-05-20T10:50:12.757056	97.4194	15.19236678	0.00065547	515.3	94.78		PAYLOAD	1 66729U 25276BR  26140.45153654  .00003916  00000-0  18901-3 0  9999	2 66729  97.4194 214.3561 0006555 105.3959 254.8000 15.19236678 26208	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 21	66724	US	2026-05-20T10:38:02.939712	97.4186	15.20416037	0.00035981	511.7	94.71		PAYLOAD	1 66724U 25276BL  26140.44308958  .00003464  00000-0  16205-3 0  9995	2 66724  97.4186 214.6523 0003598  65.3173 294.8437 15.20416037 25479	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 18	66721	US	2026-05-20T10:34:25.660128	97.418	15.19406884	0.00054819	514.8	94.77		PAYLOAD	1 66721U 25276BH  26140.44057477  .00004119  00000-0  19770-3 0  9997	2 66721  97.4180 214.3413 0005482 117.7168 242.4624 15.19406884 26201	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 32	66735	US	2026-05-20T10:30:13.766976	97.4227	15.19392637	0.00062996	514.8	94.78		PAYLOAD	1 66735U 25276BX  26140.43765934  .00004036  00000-0  19386-3 0  9996	2 66735  97.4227 214.4509 0006300 104.3312 255.8622 15.19392637 26204	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 29	66732	US	2026-05-20T10:27:54.717408	97.4173	15.19374984	0.00049484	514.9	94.78		PAYLOAD	1 66732U 25276BU  26140.43604997  .00004010  00000-0  19276-3 0  9994	2 66732  97.4173 214.3272 0004948 114.7716 245.4034 15.19374984 26203	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 9	66712	US	2026-05-20T10:15:53.914176	97.422	15.2005929	0.00048611	512.8	94.73		PAYLOAD	1 66712U 25276AY  26140.42770734  .00004602  00000-0  21639-3 0  9997	2 66712  97.4220 214.6051 0004861  84.9482 275.2308 15.20059290 26212	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 34	66737	US	2026-05-20T06:41:14.939232	97.424	15.20120075	0.0003601	512.6	94.73		PAYLOAD	1 66737U 25276BZ  26140.27864513  .00004417  00000-0  20750-3 0  9993	2 66737  97.4240 214.5378 0003601  66.7998 293.3616 15.20120075 25440	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4H 1	66704	US	2026-05-20T06:35:59.654400	97.4181	15.20210219	0.0003446	512.3	94.72		PAYLOAD	1 66704U 25276AQ  26140.27499600  .00004300  00000-0  20157-3 0  9990	2 66704  97.4181 214.4078 0003446  76.5606 283.6013 15.20210219 26192	2025-11-28		2025-11-28		2025-11-28								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 25	58303	US	2026-05-20T05:56:52.590624	97.3803	15.74804699	0.0008765	352.3	91.44	MEDIUM	PAYLOAD	1 58303U 23174AZ  26140.24783091  .00198418  00000-0  13197-2 0  9997	2 58303  97.3803 233.6187 0008765 225.1936 134.8617 15.74804699141655	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 1	58270	US	2026-05-20T05:49:28.464384	97.3856	15.7602357	0.0006324	348.9	91.37	MEDIUM	PAYLOAD	1 58270U 23174Q   26140.24269056  .00155999  00000-0  99029-3 0  9996	2 58270  97.3856 233.3641 0006324 238.9318 121.1327 15.76023570141596	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 23	58307	US	2026-05-20T05:42:24.440832	97.3919	15.65977907	0.0007989	377.6	91.95	MEDIUM	PAYLOAD	1 58307U 23174BD  26140.23778288  .00113126  00000-0  10963-2 0  9993	2 58307  97.3919 233.6555 0007989 236.2735 123.7764 15.65977907141588	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 32	62643	US	2026-05-20T05:41:18.795840	97.3819	15.78859678	0.0002551	340.8	91.2	MEDIUM	PAYLOAD	1 62643U 25009AL  26140.23702310  .00219988  00000-0  12238-2 0  9993	2 62643  97.3819 228.7591 0002551 184.6945 175.4298 15.78859678 75095	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 22	58306	US	2026-05-20T05:37:03.400032	97.3814	15.57326566	0.0004722	402.5	92.47	MEDIUM	PAYLOAD	1 58306U 23174BC  26140.23406713  .00027089  00000-0  37145-3 0  9997	2 58306  97.3814 231.4680 0004722 215.2485 144.8459 15.57326566141515	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 3	60561	US	2026-05-20T05:26:23.589888	97.3694	15.40643235	0.0004505	451.3	93.47	MEDIUM	PAYLOAD	1 60561U 24149CX  26140.22666192  .00012479  00000-0  30810-3 0  9993	2 60561  97.3694 223.8905 0004505  50.1499 310.0144 15.40643235 98035	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 12	60560	US	2026-05-20T05:26:16.271808	97.3656	15.65254179	0.00018103	379.6	92	MEDIUM	PAYLOAD	1 60560U 24149CW  26140.22657722  .00099516  00000-0  99571-3 0  9997	2 60560  97.3656 226.5058 0001810 160.2401 199.8929 15.65254179 98196	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 15	62678	US	2026-05-20T05:24:36.166176	97.4014	15.28761194	0.0005956	486.7	94.19	MEDIUM	PAYLOAD	1 62678U 25009BX  26140.22541859  .00007754  00000-0  27990-3 0  9997	2 62678  97.4014 222.2437 0005956  69.0144 291.1732 15.28761194132271	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4BE 11	60501	US	2026-05-20T05:20:10.525920	97.3698	15.41964299	0.0003751	447.4	93.39	MEDIUM	PAYLOAD	1 60501U 24149AK  26140.22234405  .00013561  00000-0  32032-3 0  9996	2 60501  97.3698 224.0723 0003751  40.8313 319.3214 15.41964299 98045	2024-08-16		2024-08-16		2024-08-16								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4G 10	62670	US	2026-05-20T05:18:32.105088	97.3924	15.28655299	0.0005942	487	94.2	MEDIUM	PAYLOAD	1 62670U 25009BP  26140.22120492  .00006968  00000-0  25261-3 0  9990	2 62670  97.3924 221.5473 0005942  83.5260 276.6656 15.28655299132269	2025-01-14		2025-01-14		2025-01-14								OPT_SM		KEYWORD_NEW	KEYWORD
FLOCK 4Q 34	58316	US	2026-05-20T05:18:21.954816	97.3809	15.67068004	0.0008415	374.4	91.89	MEDIUM	PAYLOAD	1 58316U 23174BN  26140.22108744  .00117169  00000-0  10863-2 0  9996	2 58316  97.3809 233.0017 0008415 234.6105 125.4370 15.67068004141595	2023-11-11		2023-11-11		2023-11-11								OPT_SM		KEYWORD_NEW	KEYWORD
